No,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles
406,24/11/2015,16:03:37,indian,male,moderate,30.0,,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,9,yes
407,24/11/2015,16:45:13,,male,moderate,54.0,no,no_kids,big,black,casual,green,short_sleeve,black,,clothes,4,9,no
408,24/11/2015,20:13:57,indian,male,thin,40.0,no,no_kids,big,red,casual,grey,short_sleeve,black,long,clothes,5,8,no
409,24/11/2015,20:13:57,indian,male,fat,34.0,,no_kids,,green,casual,green,short_sleeve,brown,long,clothes,5,7,no
410,24/11/2015,20:44:29,chinese,male,fat,35.0,no,no_kids,big,white,formal,white,long sleeve,black,long,clothes,5,9,yes
411,24/11/2015,21:30:58,indian,male,,,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,3,10,yes
412,24/11/2015,22:08:41,,male,,39.0,yes,baby,big,,casual,orange,short_sleeve,black,long,clothes,6,9,no
413,24/11/2015,22:35:22,indian,female,moderate,43.0,no,no_kids,big,green,casual,,short_sleeve,red,,clothes,5,9,no
414,24/11/2015,22:35:22,indian,female,moderate,44.0,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,8,no
415,25/11/2015,14:11:15,indian,female,thin,40.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,7,no
416,25/11/2015,14:11:15,chinese,male,fat,52.0,,no_kids,big,white,casual,brown,short_sleeve,white,short,clothes,4,7,no
417,25/11/2015,15:27:34,indian,female,fat,39.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,4,9,no
418,25/11/2015,16:35:21,indian,,thin,53.0,no,no_kids,big,white,casual,black,short_sleeve,brown,short,clothes,6,10,no
419,25/11/2015,16:35:21,indian,male,fat,31.0,no,no_kids,big,red,casual,black,short_sleeve,black,long,clothes,5,9,no
420,25/11/2015,16:35:21,,male,moderate,32.0,no,no_kids,big,red,casual,white,short_sleeve,white,short,clothes,4,8,no
421,25/11/2015,17:08:33,foreigner ,male,thin,53.0,no,no_kids,big,green,casual,blue,short_sleeve,black,long,clothes,5,10,no
422,25/11/2015,17:08:33,chinese,female,thin,41.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,5,7,no
423,25/11/2015,18:07:55,foreigner ,female,thin,41.0,no,no_kids,big,red,casual,red,short_sleeve,orange,long,,4,8,no
424,25/11/2015,21:25:02,chinese,,thin,36.0,no,no_kids,big,blue,casual,white,short_sleeve,blue,short,clothes,6,10,no
425,25/11/2015,21:25:02,chinese,male,thin,49.0,no,no_kids,big,blue,casual,,short_sleeve,black,short,blankets,5,8,no
426,25/11/2015,21:58:23,,female,moderate,50.0,,no_kids,big,blue,casual,black ,short_sleeve,blue,short,clothes,3,9,yes
427,25/11/2015,21:58:23,indian,,fat,32.0,no,no_kids,big,white,casual,black,short_sleeve,blue,short,clothes,5,8,no
428,25/11/2015,21:59:20,chinese,female,moderate,53.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no
429,25/11/2015,22:30:03,indian,male,fat,40.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,10,no
430,25/11/2015,22:30:03,chinese,male,thin,49.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,,3,7,no
431,25/11/2015,22:33:38,foreigner ,female,thin,47.0,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,6,8,no
432,25/11/2015,22:33:38,chinese,female,moderate,37.0,yes,young,big,white,casual,green,short_sleeve,pink,short,,5,7,no
433,25/11/2015,22:41:24,indian,female,fat,49.0,,young,,black,casual,black,short_sleeve,blue_jeans,long,,5,7,no
434,25/11/2015,23:00:39,chinese,male,,44.0,no,no_kids,big,white,casual,grey,short_sleeve,black,,,6,9,no
435,26/11/2015,1:15:45,foreigner ,female,moderate,,no,no_kids,big,,casual,white,short_sleeve,purple,short,clothes,4,7,no
436,26/11/2015,1:15:45,foreigner ,female,thin,47.0,no,no_kids,big,red,casual,brown,short_sleeve,pink,,clothes,5,9,no
437,26/11/2015,1:41:18,indian,female,thin,45.0,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,6,10,no
438,26/11/2015,3:53:40,chinese,male,thin,51.0,no,no_kids,big,green,casual,orange,short_sleeve,black,,clothes,4,9,no
439,26/11/2015,7:19:32,foreigner ,male,moderate,48.0,no,no_kids,small,white,casual,white,short_sleeve,green,long,,5,10,no
440,26/11/2015,9:05:04,indian,male,,37.0,no,no_kids,big,blue,casual,grey,short_sleeve,black,long,clothes,4,8,yes
441,26/11/2015,9:05:04,foreigner ,male,moderate,33.0,no,no_kids,big,white,casual,white,short_sleeve,brown,,clothes,6,8,no
442,26/11/2015,10:37:00,indian,male,moderate,46.0,no,no_kids,big,black,casual,black,short_sleeve,grey,short,clothes,5,8,no
443,26/11/2015,10:37:00,chinese,male,thin,28.0,no,no_kids,big,white,casual,green,,black,long,clothes,5,8,no
444,26/11/2015,12:28:12,indian,male,moderate,40.0,yes,young,big,green,casual,white,short_sleeve,black,long,clothes,6,7,no
445,26/11/2015,16:46:45,indian,,fat,35.0,no,no_kids,big,blue,casual,brown,short_sleeve,black,short,clothes,4,10,no
446,26/11/2015,18:07:14,foreigner ,,moderate,36.0,,no_kids,big,yellow,casual,,short_sleeve,white,,clothes,5,7,no
447,26/11/2015,19:08:56,indian,male,fat,41.0,no,,big,yellow,casual,orange,short_sleeve,black,long,blankets,4,7,no
448,26/11/2015,19:09:25,indian,female,moderate,34.0,no,no_kids,big,blue,casual,yellow,short_sleeve,black,long,clothes,3,7,no
449,26/11/2015,19:30:30,chinese,,fat,29.0,no,no_kids,,blue,casual,grey,short_sleeve,brown,short,clothes,3,7,no
450,26/11/2015,22:37:33,chinese,male,,43.0,no,no_kids,big,,casual,blue,,red,short,clothes,5,10,no
451,26/11/2015,22:46:40,malay,female,,32.0,no,no_kids,big,blue,casual,black,long sleeve,black,long,clothes,3,7,no
452,26/11/2015,23:04:09,foreigner ,male,moderate,44.0,no,no_kids,big,purple,casual,grey,short_sleeve,black,long,clothes,6,10,no
453,26/11/2015,23:13:56,chinese,female,thin,47.0,no,no_kids,big,white,formal,red,long sleeve,blue,,clothes,6,8,yes
454,26/11/2015,23:21:09,indian,male,moderate,45.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,7,no
455,26/11/2015,23:32:17,malay,female,fat,45.0,no,no_kids,big,blue,casual,,short_sleeve,black,long,clothes,4,10,no
456,26/11/2015,23:32:17,malay,female,thin,54.0,no,no_kids,big,red,casual,grey,long sleeve,black,long,clothes,4,9,no
457,27/11/2015,8:26:31,chinese,,moderate,49.0,no,no_kids,,green,casual,orange,short_sleeve,blue_jeans,short,clothes,4,10,no
458,27/11/2015,8:45:29,malay,female,thin,34.0,no,no_kids,,grey,casual,white,short_sleeve,black,long,clothes,3,8,no
459,27/11/2015,8:55:52,,male,thin,44.0,,no_kids,,,formal,white,short_sleeve,blue,,,4,9,no
460,27/11/2015,8:55:52,chinese,female,moderate,53.0,no,no_kids,big,white,casual,brown,short_sleeve,blue_jeans,short,clothes,4,7,no
461,27/11/2015,9:15:51,indian,male,thin,33.0,no,no_kids,big,red,casual,red,short_sleeve,red,long,clothes,6,8,no
462,27/11/2015,9:15:51,indian,,,36.0,no,no_kids,big,red,casual,red,short_sleeve,green,short,clothes,5,10,no
463,27/11/2015,9:15:51,indian,male,thin,53.0,,no_kids,big,,casual,white,short_sleeve,red,short,clothes,6,10,no
464,27/11/2015,10:22:32,malay,female,moderate,47.0,,no_kids,big,white,casual,,short_sleeve,blue_jeans,long,clothes,6,10,no
465,27/11/2015,11:35:02,foreigner ,,thin,34.0,no,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,6,10,no
466,27/11/2015,11:35:02,foreigner ,female,,54.0,no,no_kids,big,white,casual,,long sleeve,blue,long,,4,9,no
467,27/11/2015,12:25:06,chinese,male,moderate,52.0,no,no_kids,,yellow,traditional,,long sleeve,black,long,blankets,4,8,yes
468,27/11/2015,12:37:20,indian,male,moderate,,no,no_kids,small,yellow,formal,red,short_sleeve,blue,long,clothes,5,9,no
469,27/11/2015,12:48:06,chinese,,thin,38.0,yes,toddler,big,blue,casual,red,short_sleeve,brown,long,clothes,4,7,no
470,27/11/2015,13:25:50,chinese,female,fat,53.0,no,no_kids,big,red,casual,brown,long sleeve,red,long,clothes,3,9,no
471,27/11/2015,13:28:59,indian,female,thin,30.0,,no_kids,,blue,casual,blue,short_sleeve,purple,short,clothes,5,9,no
472,27/11/2015,14:33:44,indian,,moderate,49.0,no,no_kids,big,blue,casual,green,short_sleeve,black,long,clothes,5,8,no
473,27/11/2015,14:48:42,indian,male,moderate,41.0,no,no_kids,big,white,casual,blue,short_sleeve,black ,long,blankets,4,10,no
474,27/11/2015,14:48:42,indian,male,moderate,,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,6,7,no
475,27/11/2015,14:48:42,chinese,female,,32.0,no,no_kids,big,blue,casual,brown,long sleeve,black,long,blankets,3,7,no
476,27/11/2015,15:25:31,chinese,male,moderate,35.0,,no_kids,big,white,casual,yellow,short_sleeve,black,,clothes,3,9,no
477,27/11/2015,15:25:31,foreigner ,,moderate,37.0,no,no_kids,big,blue,casual,green,short_sleeve,black,,blankets,6,8,yes
478,27/11/2015,15:25:31,chinese,male,thin,,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,3,8,yes
479,27/11/2015,16:58:42,chinese,male,thin,53.0,,no_kids,big,white,casual,blue,short_sleeve,black,,clothes,6,8,no
480,27/11/2015,16:58:42,chinese,,thin,53.0,,no_kids,big,orange,casual,white,short_sleeve,blue_jeans,long,blankets,6,8,yes
481,27/11/2015,17:03:52,chinese,male,thin,43.0,no,no_kids,big,red,casual,black,short_sleeve,grey,short,clothes,5,9,no
482,27/11/2015,17:25:34,,male,,32.0,no,no_kids,big,red,casual,white,short_sleeve,blue_jeans,long,blankets,3,7,no
483,27/11/2015,17:30:51,chinese,male,thin,28.0,no,no_kids,big,red,casual,black,short_sleeve,black,short,blankets,6,9,yes
484,27/11/2015,17:30:51,indian,female,moderate,42.0,no,no_kids,,white,casual,white,short_sleeve,black,long,blankets,3,7,no
485,27/11/2015,17:30:51,indian,female,moderate,,no,no_kids,big,black,casual,black,short_sleeve,green,short,blankets,3,7,no
486,27/11/2015,17:59:15,malay,female,thin,29.0,no,no_kids,big,,traditional,black,long sleeve,black,long,blankets,3,10,no
487,27/11/2015,18:05:15,indian,male,fat,,no,no_kids,big,white,casual,white,short_sleeve,grey,short,clothes,5,10,no
488,27/11/2015,18:05:15,indian,female,moderate,28.0,no,no_kids,big,,casual,white,long sleeve,black,long,blankets,3,7,no
489,27/11/2015,18:40:46,chinese,male,thin,49.0,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,10,no
490,27/11/2015,18:40:46,chinese,female,moderate,,,no_kids,big,black,casual,black,short_sleeve,grey,long,clothes,6,7,no
491,27/11/2015,18:52:40,chinese,male,,,no,no_kids,big,blue,casual,white,short_sleeve,blue,long,blankets,3,9,yes
492,27/11/2015,19:20:57,indian,female,thin,38.0,no,no_kids,big,,casual,black,short_sleeve,grey,long,blankets,6,9,no
493,27/11/2015,19:20:57,chinese,male,moderate,49.0,,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,8,no
494,27/11/2015,20:08:45,foreigner ,,moderate,35.0,no,no_kids,big,red,casual,red,long sleeve,black,long,clothes,4,7,no
495,27/11/2015,20:08:45,foreigner ,female,fat,32.0,no,no_kids,big,white,casual,white,long sleeve,red,long,clothes,3,10,no
496,27/11/2015,20:29:06,indian,female,thin,47.0,no,no_kids,big,,casual,black,short_sleeve,black,long,clothes,4,9,no
497,27/11/2015,20:30:58,indian,female,fat,51.0,no,no_kids,big,,casual,white,short_sleeve,black,long,,5,8,no
498,27/11/2015,20:42:26,chinese,female,thin,46.0,no,no_kids,big,,casual,white,short_sleeve,blue_jeans,long,clothes,6,9,no
499,27/11/2015,20:44:46,foreigner ,female,thin,41.0,yes,young,big,,casual,white,short_sleeve,blue_jeans,,clothes,3,10,no
500,27/11/2015,21:03:10,chinese,female,,28.0,yes,young,big,red,casual,black,short_sleeve,black,long,,5,7,yes
501,27/11/2015,21:10:54,foreigner ,,,36.0,yes,young,big,white,traditional,blue,long sleeve,blue,long,clothes,3,8,no
502,27/11/2015,21:15:59,malay,female,fat,51.0,yes,toddler,big,pink,casual,red,short_sleeve,black,,blankets,5,10,yes
503,27/11/2015,21:15:59,malay,female,fat,29.0,yes,young,big,pink,traditional,grey,long sleeve,grey,long,blankets,6,9,yes
504,27/11/2015,21:15:59,chinese,male,moderate,44.0,no,no_kids,big,red,casual,yellow,short_sleeve,blue_jeans,long,clothes,6,8,no
505,27/11/2015,21:15:59,,male,fat,31.0,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,3,8,yes
506,27/11/2015,21:27:10,indian,,fat,52.0,,young,big,,casual,white,short_sleeve,black,long,,4,10,no
507,27/11/2015,21:27:10,,female,moderate,32.0,yes,toddler,big,pink,casual,black,short_sleeve,black,long,clothes,3,10,no
508,27/11/2015,21:27:10,indian,female,thin,32.0,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,clothes,3,8,yes
509,27/11/2015,21:27:10,malay,female,,49.0,yes,young,big,red,casual,red,long sleeve,black,,blankets,3,7,no
510,27/11/2015,21:46:58,,female,fat,28.0,yes,toddler,big,red,traditional,white,long sleeve,white,long,blankets,6,7,yes
511,27/11/2015,21:46:58,malay,,moderate,48.0,yes,young,big,red,casual,black,,grey,long,blankets,5,8,no
512,27/11/2015,22:01:50,chinese,male,fat,35.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,blankets,3,7,yes
513,27/11/2015,22:32:42,chinese,male,moderate,38.0,no,no_kids,,red,casual,yellow,short_sleeve,blue_jeans,long,clothes,5,8,no
514,27/11/2015,22:32:42,chinese,male,fat,49.0,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,3,9,yes
515,27/11/2015,22:32:42,indian,female,fat,34.0,,young,big,pink,casual,white,short_sleeve,black,long,blankets,3,10,no
516,27/11/2015,22:32:42,indian,female,,44.0,yes,toddler,,pink,casual,black,short_sleeve,black,long,clothes,3,7,no
517,27/11/2015,22:44:34,chinese,male,moderate,52.0,no,no_kids,big,,,green,,black,long,clothes,4,8,no
518,27/11/2015,22:49:09,chinese,male,thin,50.0,no,no_kids,big,white,formal,white,short_sleeve,blue,long,clothes,6,9,no
519,27/11/2015,22:49:09,chinese,female,moderate,38.0,no,no_kids,big,white,casual,brown,short_sleeve,blue_jeans,short,clothes,4,10,no
520,27/11/2015,22:49:09,indian,male,thin,52.0,no,,big,red,casual,red,short_sleeve,red,long,clothes,6,8,no
521,27/11/2015,22:49:09,indian,male,thin,52.0,no,no_kids,big,red,casual,red,short_sleeve,green,short,,5,7,no
522,27/11/2015,22:49:09,indian,male,thin,50.0,,no_kids,big,,casual,white,short_sleeve,red,,clothes,6,10,no
523,27/11/2015,22:58:50,foreigner ,female,fat,51.0,no,no_kids,,,casual,black,long sleeve,black,long,blankets,5,9,no
524,27/11/2015,22:58:50,indian,female,moderate,52.0,no,no_kids,big,blue,casual,white,short_sleeve,white,long,clothes,5,7,yes
525,27/11/2015,23:17:24,foreigner ,male,moderate,32.0,no,no_kids,big,blue,casual,red,short_sleeve,black,short,clothes,3,9,no
526,27/11/2015,23:17:24,chinese,male,thin,29.0,no,no_kids,big,purple,casual,grey,short_sleeve,brown,short,blankets,5,9,yes
527,27/11/2015,23:23:43,indian,male,moderate,29.0,no,no_kids,big,purple,casual,green,short_sleeve,black,short,blankets,5,9,no
528,27/11/2015,23:23:43,foreigner ,female,,47.0,yes,young,big,,casual,black,short_sleeve,black,long,,5,8,no
529,27/11/2015,23:48:28,indian,male,fat,40.0,yes,toddler,big,blue,formal,black,short_sleeve,black,long,clothes,6,7,no
530,27/11/2015,23:50:39,chinese,female,moderate,31.0,yes,young,big,,casual,green,short_sleeve,pink,short,,3,7,no
531,27/11/2015,23:50:39,indian,female,fat,44.0,yes,young,big,black,casual,black,short_sleeve,blue_jeans,long,clothes,6,7,no
532,27/11/2015,23:50:39,chinese,,thin,54.0,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,6,8,no
533,27/11/2015,23:50:39,foreigner ,,moderate,28.0,no,no_kids,big,red,casual,white,short_sleeve,purple,short,clothes,4,8,no
534,27/11/2015,23:56:22,foreigner ,female,,34.0,no,no_kids,big,,casual,,short_sleeve,pink,long,clothes,5,10,no
535,27/11/2015,23:56:22,,female,thin,36.0,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,6,10,no
536,27/11/2015,23:56:22,chinese,male,thin,43.0,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,5,9,no
537,28/11/2015,0:04:53,chinese,female,moderate,29.0,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,3,7,no
538,28/11/2015,0:12:04,indian,,moderate,30.0,no,no_kids,big,green,casual,red,short_sleeve,red,short,clothes,3,9,no
539,28/11/2015,0:12:04,indian,female,moderate,46.0,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,9,no
540,28/11/2015,0:12:04,indian,female,thin,39.0,,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,6,7,no
541,28/11/2015,0:12:04,chinese,male,fat,55.0,no,no_kids,big,white,,brown,short_sleeve,white,short,clothes,4,9,no
542,28/11/2015,0:21:35,indian,female,fat,43.0,,no_kids,big,white,casual,blue,short_sleeve,black,,clothes,3,9,no
543,28/11/2015,0:21:35,indian,female,thin,29.0,no,no_kids,big,white,casual,black,short_sleeve,brown,short,clothes,6,9,no
544,28/11/2015,0:26:07,chinese,male,thin,42.0,no,no_kids,big,purple,casual,red,short_sleeve,white,short,blankets,6,8,no
545,28/11/2015,0:47:29,chinese,male,thin,,yes,toddler,big,yellow,casual,black,short_sleeve,black,long,clothes,4,9,no
546,28/11/2015,0:47:29,indian,male,thin,40.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,,clothes,6,10,no
547,28/11/2015,0:47:29,malay,female,fat,,no,no_kids,big,yellow,casual,purple,long sleeve,green,long,,3,9,no
548,28/11/2015,0:53:14,indian,,thin,37.0,yes,young,,orange,formal,red,short_sleeve,grey,long,,6,9,no
549,28/11/2015,0:53:14,indian,male,moderate,38.0,no,no_kids,big,,casual,purple,short_sleeve,blue_jeans,long,blankets,6,8,yes
550,28/11/2015,0:53:14,chinese,female,,36.0,yes,baby,big,white,casual,red,short_sleeve,black,long,blankets,3,8,no
551,28/11/2015,1:07:40,malay,male,,48.0,no,no_kids,small,white,casual,black,short_sleeve,black,long,clothes,4,9,no
552,28/11/2015,1:07:40,chinese,male,moderate,35.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,3,10,yes
553,28/11/2015,1:46:27,indian,male,thin,41.0,no,no_kids,big,,casual,black,short_sleeve,black,long,blankets,4,7,yes
554,28/11/2015,1:46:27,indian,female,fat,53.0,,no_kids,big,blue,traditional,,short_sleeve,white,long,clothes,5,10,no
555,28/11/2015,1:46:27,chinese,female,moderate,44.0,,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no
556,28/11/2015,1:54:34,chinese,female,thin,46.0,,no_kids,big,grey,casual,black,short_sleeve,white,short,clothes,5,9,yes
557,28/11/2015,1:54:34,indian,male,fat,29.0,no,no_kids,big,,casual,white,short_sleeve,white,long,,3,7,yes
558,28/11/2015,3:15:41,foreigner ,male,fat,42.0,no,no_kids,big,red,casual,red,short_sleeve,black,,blankets,6,7,no
559,28/11/2015,4:34:53,chinese,female,,39.0,no,no_kids,big,pink,casual,pink,short_sleeve,pink,long,clothes,5,10,yes
560,28/11/2015,4:36:53,chinese,female,moderate,37.0,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,6,7,no
561,28/11/2015,4:36:53,indian,female,moderate,49.0,no,no_kids,big,,casual,red,short_sleeve,red,short,clothes,3,9,no
562,28/11/2015,4:36:53,indian,female,moderate,43.0,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,10,no
563,28/11/2015,4:39:27,chinese,,thin,42.0,no,no_kids,big,red,casual,black,long sleeve,blue_jeans,long,clothes,4,8,no
564,28/11/2015,4:39:27,indian,male,thin,54.0,no,no_kids,big,white,casual,blue,short_sleeve,blue_jeans,long,blankets,5,7,no
565,28/11/2015,5:18:18,indian,male,moderate,,no,no_kids,big,green,casual,blue,short_sleeve,black,short,clothes,6,10,no
566,28/11/2015,5:40:34,chinese,female,,51.0,no,no_kids,big,red,casual,black,long sleeve,blue_jeans,long,clothes,4,8,no
567,28/11/2015,8:13:33,chinese,,fat,53.0,no,no_kids,big,,casual,blue,short_sleeve,black,long,clothes,6,10,no
568,28/11/2015,8:23:27,,male,,38.0,yes,young,big,red,casual,brown,short_sleeve,blue_jeans,long,clothes,3,10,no
569,28/11/2015,8:31:26,indian,male,fat,28.0,no,no_kids,big,,casual,yellow,short_sleeve,blue_jeans,long,clothes,3,7,no
570,28/11/2015,8:31:26,indian,male,fat,30.0,no,no_kids,big,red,casual,orange,short_sleeve,grey,long,clothes,4,7,yes
571,28/11/2015,8:38:07,,male,moderate,55.0,,no_kids,big,blue,casual,white,short_sleeve,blue,short,blankets,4,8,yes
572,28/11/2015,8:59:43,indian,male,,37.0,yes,young,big,blue,casual,red,short_sleeve,blue_jeans,long,,4,10,no
573,28/11/2015,9:01:39,foreigner ,male,fat,42.0,no,no_kids,big,white,casual,orange,short_sleeve,brown,short,blankets,5,7,no
574,28/11/2015,9:01:39,,male,moderate,33.0,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,,3,7,no
575,28/11/2015,9:07:24,chinese,male,fat,36.0,yes,young,,orange,casual,white,short_sleeve,blue,short,clothes,3,8,yes
576,28/11/2015,9:30:00,malay,female,fat,38.0,yes,toddler,big,red,casual,red,short_sleeve,grey,long,clothes,3,8,no
577,28/11/2015,9:30:00,malay,female,moderate,33.0,no,no_kids,big,black,casual,,long sleeve,blue ,long,clothes,5,7,no
578,28/11/2015,10:11:49,chinese,male,moderate,38.0,no,no_kids,big,red,casual,grey,short_sleeve,black,long,clothes,6,8,no
579,28/11/2015,10:29:01,indian,female,,36.0,no,no_kids,big,green,casual,black,short_sleeve,grey,long,clothes,6,10,no
580,28/11/2015,10:40:32,chinese,male,thin,36.0,no,no_kids,,green,casual,grey,short_sleeve,black,long,blankets,6,9,no
581,28/11/2015,10:47:35,chinese,female,thin,53.0,no,no_kids,,white,casual,blue,short_sleeve,blue_jeans,long,blankets,6,7,yes
582,28/11/2015,11:02:24,malay,female,fat,50.0,no,no_kids,big,white,casual,red,short_sleeve,grey,long,clothes,6,9,yes
583,28/11/2015,11:02:24,malay,female,fat,46.0,no,no_kids,big,,traditional,red,long sleeve,red,long,blankets,5,7,yes
584,28/11/2015,11:02:30,indian,female,fat,37.0,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,9,no
585,28/11/2015,11:02:30,indian,female,moderate,43.0,yes,baby,big,white,casual,blue,short_sleeve,brown,short,clothes,3,9,no
586,28/11/2015,11:02:30,chinese,female,,48.0,yes,toddler,big,red,casual,red,short_sleeve,green,short,clothes,6,8,no
587,28/11/2015,11:02:30,indian,female,fat,37.0,yes,young,big,red,casual,purple,short_sleeve,black,,clothes,4,8,no
588,28/11/2015,11:02:30,indian,female,moderate,52.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,7,no
589,28/11/2015,11:02:30,indian,female,fat,39.0,no,no_kids,big,white,traditional,,short_sleeve,black,long,blankets,4,8,no
590,28/11/2015,11:02:49,chinese,female,moderate,38.0,no,no_kids,big,blue,casual,white,,grey,,blankets,3,7,no
591,28/11/2015,11:02:49,chinese,female,fat,42.0,no,no_kids,big,blue,casual,brown,long sleeve,black,long,blankets,6,7,no
592,28/11/2015,11:02:49,indian,female,moderate,41.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,,3,10,no
593,28/11/2015,11:02:49,indian,female,moderate,47.0,no,no_kids,big,black,casual,black,short_sleeve,green,short,blankets,4,7,no
594,28/11/2015,11:02:49,indian,female,moderate,29.0,no,no_kids,big,blue,casual,white,long sleeve,black,long,blankets,3,7,no
595,28/11/2015,11:03:01,indian,female,fat,46.0,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,5,10,no
596,28/11/2015,11:03:01,indian,female,fat,36.0,,young,big,,casual,white,short_sleeve,black,,blankets,5,10,no
597,28/11/2015,11:03:01,chinese,female,moderate,34.0,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,4,7,no
598,28/11/2015,11:03:01,chinese,female,moderate,51.0,no,no_kids,big,green,casual,red,short_sleeve,black,,blankets,4,7,no
599,28/11/2015,11:03:01,indian,female,moderate,51.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,7,no
600,28/11/2015,11:03:57,indian,female,fat,44.0,no,no_kids,big,white,traditional,green,short_sleeve,black,long,,5,8,no
601,28/11/2015,11:03:57,chinese,female,moderate,33.0,no,no_kids,big,blue,casual,white,short_sleeve,grey,,blankets,3,7,no
602,28/11/2015,11:03:57,chinese,female,fat,46.0,no,no_kids,big,,casual,,long sleeve,black,long,blankets,5,7,no
603,28/11/2015,11:03:57,indian,female,fat,45.0,yes,young,small,white,traditional,brown,short_sleeve,blue,long,,5,10,no
604,28/11/2015,11:33:31,indian,female,moderate,45.0,no,no_kids,big,green,casual,,short_sleeve,blue_jeans,short,clothes,5,9,yes
