No,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles
605,28/11/2015,12:15:39,indian,female,thin,50.0,yes,young,big,white,casual,,short_sleeve,black,short,blankets,5,7,no
606,28/11/2015,12:22:57,malay,female,moderate,,no,no_kids,big,red,casual,,long sleeve,black,long,clothes,5,8,no
607,28/11/2015,12:50:13,indian,female,fat,40.0,yes,young,big,black,casual,black,short_sleeve,black,short,,3,9,yes
608,28/11/2015,12:50:13,foreigner ,female,thin,44.0,yes,baby,big,green,formal,yellow,long sleeve,black,,clothes,3,7,yes
609,28/11/2015,13:01:41,malay,,fat,52.0,no,no_kids,big,red,formal,red,,black,long,clothes,6,8,no
610,28/11/2015,13:01:41,indian,male,fat,51.0,,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,clothes,6,7,no
611,28/11/2015,13:01:41,chinese,male,moderate,49.0,no,no_kids,big,white,casual,white,short_sleeve,black,short,clothes,6,8,yes
612,28/11/2015,13:56:34,indian,female,,40.0,yes,young,big,blue,casual,white,short_sleeve,black,long,clothes,4,7,no
613,28/11/2015,14:50:23,malay,,,46.0,no,no_kids,big,black,casual,,long sleeve,white,long,clothes,6,9,no
614,28/11/2015,14:50:23,chinese,male,fat,38.0,no,no_kids,big,blue,casual,,short_sleeve,black,short,clothes,3,9,yes
615,28/11/2015,14:53:57,chinese,,moderate,52.0,no,no_kids,big,white,casual,pink,short_sleeve,blue_jeans,short,clothes,4,7,no
616,28/11/2015,14:53:57,indian,female,fat,55.0,no,no_kids,small,white,traditional,red,short_sleeve,black,long,clothes,5,9,no
617,28/11/2015,14:56:42,indian,female,fat,51.0,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,8,no
618,28/11/2015,14:56:42,,female,fat,41.0,no,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,4,7,no
619,28/11/2015,14:56:42,indian,female,moderate,44.0,yes,young,,red,casual,white,short_sleeve,purple,,clothes,3,8,no
620,28/11/2015,14:56:42,indian,female,fat,43.0,no,no_kids,big,pink,traditional,white,short_sleeve,white,long,clothes,4,10,no
621,28/11/2015,14:58:17,chinese,female,moderate,49.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no
622,28/11/2015,14:58:17,chinese,female,moderate,,,,big,white,casual,white,short_sleeve,red,short,clothes,6,9,no
623,28/11/2015,14:58:17,indian,female,fat,29.0,yes,young,small,,traditional,,short_sleeve,blue,long,clothes,5,10,no
624,28/11/2015,14:58:17,indian,female,moderate,32.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,10,no
625,28/11/2015,14:58:17,indian,female,moderate,55.0,yes,young,big,red,casual,white,short_sleeve,purple,short,,3,8,no
626,28/11/2015,15:01:51,indian,female,fat,53.0,yes,,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,10,no
627,28/11/2015,15:01:51,indian,female,fat,35.0,yes,young,big,black,casual,black,short_sleeve,black,short,clothes,5,9,yes
628,28/11/2015,16:16:37,foreigner ,female,moderate,,yes,young,big,,casual,pink,long sleeve,black,long,clothes,3,10,no
629,28/11/2015,16:16:37,chinese,male,moderate,54.0,,no_kids,big,red,casual,,short_sleeve,black,long,clothes,4,8,yes
630,28/11/2015,18:01:45,foreigner ,male,fat,54.0,no,no_kids,big,,formal,blue,long sleeve,black,long,blankets,4,10,no
631,28/11/2015,18:01:45,foreigner ,male,fat,45.0,no,no_kids,big,white,casual,green,short_sleeve,black,short,clothes,3,7,no
632,28/11/2015,18:39:28,chinese,male,fat,40.0,no,no_kids,big,blue,casual,black,,black,long,clothes,6,9,yes
633,28/11/2015,18:39:28,,male,fat,37.0,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,5,9,no
634,28/11/2015,18:39:28,,,fat,28.0,no,no_kids,big,white,traditional,grey,long sleeve,grey,long,clothes,4,7,no
635,28/11/2015,19:20:25,indian,male,fat,39.0,yes,toddler,big,white,formal,white,short_sleeve,grey,long,clothes,4,7,no
636,28/11/2015,19:20:54,indian,male,fat,38.0,yes,young,big,,casual,red,short_sleeve,black,long,blankets,6,10,yes
637,28/11/2015,19:20:54,chinese,male,moderate,37.0,no,no_kids,big,,casual,,short_sleeve,blue,short,clothes,3,10,yes
638,28/11/2015,19:37:03,foreigner ,male,fat,55.0,no,no_kids,big,,casual,white,short_sleeve,black,long,blankets,6,7,no
639,28/11/2015,19:41:26,indian,female,fat,47.0,no,no_kids,big,white,formal,blue,long sleeve,black,,blankets,6,8,yes
640,28/11/2015,20:13:04,malay,female,fat,32.0,,young,big,brown,traditional,blue,long sleeve,blue,long,clothes,3,10,yes
641,28/11/2015,21:02:03,chinese,,moderate,53.0,no,no_kids,big,white,casual,red,short_sleeve,grey,long,clothes,5,8,no
642,28/11/2015,21:02:03,indian,female,,40.0,no,no_kids,big,,casual,brown,long sleeve,black,long,blankets,6,7,yes
643,28/11/2015,21:07:53,chinese,male,fat,48.0,no,no_kids,big,pink,casual,yellow,short_sleeve,black,short,clothes,5,7,no
644,28/11/2015,21:07:03,chinese,female,fat,29.0,no,no_kids,big,blue,casual,,long sleeve,blue,long,clothes,4,10,no
645,28/11/2015,21:44:36,indian,male,fat,39.0,,no_kids,big,pink,casual,black,short_sleeve,blue_jeans,long,,5,7,no
646,28/11/2015,22:12:27,indian,male,fat,46.0,no,,big,pink,casual,white,short_sleeve,white,short,clothes,5,8,no
647,28/11/2015,22:12:27,indian,male,moderate,53.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,clothes,6,10,no
648,28/11/2015,22:12:27,foreigner ,,moderate,40.0,no,no_kids,big,,,brown,long sleeve,,long,blankets,3,7,yes
649,28/11/2015,22:17:54,chinese,male,fat,42.0,no,,big,red,casual,orange,short_sleeve,blue_jeans,long,clothes,4,7,no
650,28/11/2015,23:04:39,indian,,moderate,55.0,no,no_kids,big,,formal,blue,long sleeve,black,long,clothes,6,8,no
651,28/11/2015,23:04:39,,male,moderate,38.0,no,no_kids,big,green,casual,,short_sleeve,brown,long,clothes,3,9,no
652,28/11/2015,23:04:39,indian,male,fat,41.0,no,no_kids,big,white,casual,red,short_sleeve,grey,short,clothes,3,7,no
653,28/11/2015,23:04:39,indian,male,,55.0,no,no_kids,big,,formal,blue,short_sleeve,black,long,clothes,4,10,no
654,28/11/2015,23:14:19,indian,male,fat,35.0,,no_kids,big,black,casual,green,short_sleeve,grey,long,blankets,4,8,no
655,28/11/2015,23:18:29,indian,female,thin,44.0,no,no_kids,big,red,casual,grey,short_sleeve,white,short,clothes,5,9,no
656,28/11/2015,23:54:31,foreigner ,,,,yes,young,big,white,casual,red,short_sleeve,,short,blankets,3,8,no
657,29/11/2015,0:07:01,indian,male,fat,34.0,yes,young,big,white,casual,,short_sleeve,black,long,blankets,3,7,no
658,29/11/2015,0:08:32,chinese,female,moderate,40.0,yes,young,big,,casual,,short_sleeve,pink,short,clothes,5,7,no
659,29/11/2015,0:08:32,chinese,female,moderate,28.0,yes,young,big,red,casual,,short_sleeve,black,long,,6,7,yes
660,29/11/2015,0:08:32,foreigner ,female,,51.0,yes,,big,blue,casual,black,short_sleeve,black,long,clothes,4,8,no
661,29/11/2015,0:09:18,chinese,female,moderate,51.0,yes,young,big,,,green,short_sleeve,pink,short,clothes,6,7,no
662,29/11/2015,0:09:18,foreigner ,female,moderate,37.0,,young,big,blue,casual,pink,long sleeve,black,long,clothes,5,10,no
663,29/11/2015,0:09:18,chinese,male,thin,43.0,yes,toddler,big,red,casual,white,,white,short,clothes,5,9,yes
664,29/11/2015,1:25:34,chinese,male,fat,53.0,no,no_kids,big,red,casual,blue,short_sleeve,green,short,,3,9,yes
665,29/11/2015,1:25:34,chinese,male,fat,43.0,no,no_kids,big,blue,casual,black,short_sleeve,white,short,clothes,3,7,no
666,29/11/2015,1:25:34,foreigner ,,thin,44.0,no,no_kids,small,brown,casual,,short_sleeve,brown,short,clothes,5,7,no
667,29/11/2015,1:25:34,chinese,female,moderate,44.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no
668,29/11/2015,2:12:22,chinese,female,moderate,,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,9,no
669,29/11/2015,2:12:22,foreigner ,,fat,46.0,no,no_kids,big,white,casual,orange,short_sleeve,brown,short,blankets,3,7,no
670,29/11/2015,2:12:22,chinese,male,fat,50.0,no,no_kids,big,blue,formal,white,short_sleeve,black,short,clothes,3,10,yes
671,29/11/2015,2:12:22,chinese,,,,no,no_kids,,,formal,white,short_sleeve,red,short,clothes,6,9,no
672,29/11/2015,2:38:45,chinese,female,moderate,41.0,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,10,no
673,29/11/2015,2:38:45,foreigner ,male,fat,29.0,no,no_kids,big,white,formal,green,short_sleeve,black,short,clothes,3,7,no
674,29/11/2015,2:38:45,chinese,male,fat,29.0,no,no_kids,big,pink,formal,yellow,short_sleeve,black,short,clothes,5,9,no
675,29/11/2015,2:38:45,chinese,,thin,51.0,yes,toddler,big,red,formal,white,short_sleeve,white,short,clothes,5,9,yes
676,29/11/2015,2:44:59,chinese,male,fat,53.0,no,no_kids,big,red,casual,blue,short_sleeve,green,short,clothes,3,9,yes
677,29/11/2015,2:44:59,chinese,male,fat,36.0,no,no_kids,big,blue,casual,black,short_sleeve,white,,clothes,3,7,no
678,29/11/2015,2:44:59,foreigner ,male,thin,39.0,no,no_kids,small,brown,formal,grey,short_sleeve,brown,short,clothes,5,10,no
679,29/11/2015,2:44:59,chinese,female,moderate,49.0,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,7,no
680,29/11/2015,2:44:59,chinese,,moderate,36.0,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,7,no
681,29/11/2015,3:24:52,foreigner ,male,fat,54.0,no,no_kids,big,white,formal,orange,short_sleeve,brown,,blankets,3,7,no
682,29/11/2015,3:24:52,chinese,male,fat,47.0,no,no_kids,big,blue,formal,,short_sleeve,black,short,clothes,3,8,yes
683,29/11/2015,3:24:52,chinese,female,moderate,34.0,no,no_kids,big,,,white,short_sleeve,red,short,clothes,6,9,no
684,29/11/2015,3:24:52,chinese,female,moderate,42.0,no,no_kids,big,white,,white,short_sleeve,red,short,clothes,6,9,no
685,29/11/2015,3:36:20,foreigner ,,fat,50.0,no,no_kids,big,white,,green,short_sleeve,black,short,clothes,3,8,no
686,29/11/2015,3:36:20,chinese,male,fat,38.0,no,no_kids,big,pink,,yellow,,black,,blankets,5,8,no
687,29/11/2015,3:36:20,chinese,,moderate,42.0,,toddler,big,white,,white,short_sleeve,red,short,blankets,6,7,no
688,29/11/2015,3:36:20,chinese,female,moderate,42.0,yes,baby,big,white,,white,short_sleeve,red,short,blankets,6,10,no
689,29/11/2015,3:47:21,chinese,female,moderate,47.0,yes,baby,big,white,formal,white,short_sleeve,red,short,blankets,6,10,no
690,29/11/2015,3:47:21,chinese,female,moderate,54.0,yes,toddler,big,pink,casual,white,short_sleeve,red,short,blankets,3,10,no
691,29/11/2015,3:47:21,,,moderate,39.0,yes,toddler,big,orange,casual,purple,short_sleeve,purple,short,,6,10,no
692,29/11/2015,3:47:21,chinese,female,moderate,44.0,yes,baby,big,blue,formal,orange,,red,short,blankets,6,10,no
693,29/11/2015,4:01:54,chinese,female,,52.0,yes,baby,big,black,formal,pink,short_sleeve,red,short,blankets,6,10,no
694,29/11/2015,4:01:54,chinese,female,,36.0,yes,baby,big,orange,formal,purple,short_sleeve,red,short,blankets,3,9,no
695,29/11/2015,4:01:54,chinese,female,moderate,35.0,yes,baby,big,,formal,orange,short_sleeve,red,short,clothes,6,8,no
696,29/11/2015,4:01:54,,,moderate,45.0,yes,baby,big,red,formal,pink,short_sleeve,blue,short,blankets,5,8,no
697,29/11/2015,4:02:14,chinese,female,moderate,47.0,yes,baby,big,grey,formal,purple,short_sleeve,white,short,blankets,4,10,no
698,29/11/2015,4:02:14,chinese,female,moderate,39.0,yes,toddler,big,black,casual,orange,,black,short,blankets,3,10,no
699,29/11/2015,4:02:14,chinese,female,moderate,46.0,yes,baby,big,black,formal,pink,short_sleeve,pink,long,blankets,4,7,yes
700,29/11/2015,4:02:14,malay,female,fat,45.0,no,no_kids,big,black,casual,orange,long sleeve,white,,clothes,5,9,no
701,29/11/2015,4:02:14,chinese,male,fat,53.0,no,no_kids,big,blue,casual,white,short_sleeve,black,,clothes,3,8,yes
702,29/11/2015,4:02:14,chinese,female,moderate,29.0,no,no_kids,big,white,casual,pink,short_sleeve,blue_jeans,short,clothes,4,10,no
703,29/11/2015,4:02:14,indian,female,fat,43.0,no,no_kids,small,white,traditional,red,short_sleeve,black,long,clothes,5,10,no
704,29/11/2015,4:02:14,indian,female,fat,47.0,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,8,no
705,29/11/2015,4:03:48,indian,female,fat,49.0,no,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,6,7,no
706,29/11/2015,4:03:48,indian,female,moderate,39.0,yes,young,big,,casual,white,short_sleeve,purple,short,clothes,3,7,no
707,29/11/2015,4:03:48,indian,female,fat,29.0,no,no_kids,big,pink,traditional,white,short_sleeve,white,long,clothes,4,9,no
708,29/11/2015,4:03:48,chinese,female,moderate,34.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,8,no
709,29/11/2015,4:03:48,chinese,female,moderate,48.0,,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no
710,29/11/2015,4:03:48,indian,female,fat,36.0,yes,young,small,,traditional,brown,short_sleeve,blue,long,clothes,5,8,no
711,29/11/2015,4:03:48,indian,female,moderate,39.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,10,no
712,29/11/2015,4:03:48,indian,female,moderate,42.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,8,no
713,29/11/2015,4:03:48,indian,female,fat,40.0,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,9,no
714,29/11/2015,4:03:48,indian,female,fat,37.0,yes,young,big,black,casual,black,short_sleeve,black,short,clothes,5,9,yes
715,29/11/2015,4:03:48,foreigner ,,moderate,31.0,yes,young,big,blue,casual,pink,long sleeve,black,long,clothes,6,10,no
716,29/11/2015,4:03:48,chinese,male,moderate,28.0,no,no_kids,big,red,casual,yellow,short_sleeve,black,long,clothes,6,8,yes
717,29/11/2015,4:04:37,foreigner ,male,fat,46.0,no,no_kids,big,red,formal,blue,long sleeve,black,long,blankets,4,9,no
718,29/11/2015,4:04:37,foreigner ,male,fat,30.0,no,no_kids,big,white,casual,green,short_sleeve,black,short,clothes,3,9,no
719,29/11/2015,4:04:37,chinese,male,fat,53.0,no,no_kids,big,blue,casual,,short_sleeve,black,long,clothes,6,10,yes
720,29/11/2015,4:04:37,foreigner ,,,55.0,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,5,8,no
721,29/11/2015,4:04:37,foreigner ,male,,51.0,no,no_kids,big,white,traditional,grey,long sleeve,grey,long,clothes,4,7,no
722,29/11/2015,4:04:37,indian,male,fat,,yes,toddler,big,white,formal,white,short_sleeve,grey,long,clothes,4,10,no
723,29/11/2015,4:04:37,indian,male,fat,45.0,,young,big,purple,casual,red,short_sleeve,black,long,blankets,6,10,yes
724,29/11/2015,4:04:37,chinese,male,moderate,45.0,no,no_kids,big,red,casual,white,short_sleeve,blue,short,clothes,3,10,yes
725,29/11/2015,4:04:37,foreigner ,male,fat,32.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,blankets,4,7,no
726,29/11/2015,4:04:37,,female,fat,37.0,no,no_kids,big,white,formal,blue,long sleeve,black,long,blankets,4,8,yes
727,29/11/2015,4:05:42,malay,female,,54.0,yes,young,big,brown,traditional,blue,long sleeve,blue,long,clothes,3,7,yes
728,29/11/2015,4:05:42,chinese,female,moderate,35.0,no,no_kids,big,white,casual,red,short_sleeve,grey,long,clothes,5,10,no
729,29/11/2015,4:05:42,indian,female,moderate,28.0,no,no_kids,big,red,casual,brown,long sleeve,black,long,blankets,3,7,yes
730,29/11/2015,4:05:59,chinese,male,fat,38.0,no,no_kids,big,pink,casual,yellow,short_sleeve,black,,clothes,5,7,no
731,29/11/2015,4:05:59,chinese,female,fat,52.0,no,no_kids,big,blue,casual,grey,long sleeve,blue,long,clothes,4,8,no
732,29/11/2015,4:05:59,indian,male,fat,35.0,no,no_kids,big,pink,casual,,short_sleeve,blue_jeans,long,clothes,5,8,no
733,29/11/2015,4:05:59,indian,male,fat,47.0,no,no_kids,big,pink,casual,white,short_sleeve,white,short,,5,7,no
734,29/11/2015,4:05:59,indian,male,,35.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,clothes,6,7,no
735,29/11/2015,4:06:04,foreigner ,female,moderate,37.0,no,no_kids,big,black,casual,brown,long sleeve,black,long,blankets,3,7,yes
736,29/11/2015,4:06:04,chinese,male,,54.0,no,no_kids,big,red,casual,orange,short_sleeve,blue_jeans,long,clothes,4,8,no
737,29/11/2015,4:06:04,indian,male,moderate,54.0,no,no_kids,big,red,formal,blue,long sleeve,black,long,clothes,3,8,no
738,29/11/2015,4:06:04,indian,male,moderate,43.0,no,no_kids,big,green,casual,green,short_sleeve,brown,long,clothes,6,9,no
739,29/11/2015,4:06:04,indian,male,fat,50.0,,no_kids,big,white,casual,,short_sleeve,grey,short,clothes,3,9,no
740,29/11/2015,4:06:04,indian,male,fat,42.0,no,no_kids,big,green,formal,blue,short_sleeve,black,,clothes,4,10,no
741,29/11/2015,4:06:04,indian,male,fat,53.0,no,no_kids,big,black,casual,green,short_sleeve,grey,long,blankets,4,8,no
742,29/11/2015,4:06:19,indian,,,32.0,no,no_kids,big,red,casual,grey,short_sleeve,white,short,clothes,5,7,no
743,29/11/2015,4:06:19,foreigner ,male,fat,51.0,yes,young,big,white,casual,red,short_sleeve,grey,short,blankets,3,8,no
744,29/11/2015,4:06:19,indian,male,fat,46.0,yes,young,,white,casual,blue,short_sleeve,black,long,blankets,5,7,no
745,29/11/2015,4:06:19,,female,,,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,4,7,no
746,29/11/2015,4:06:19,chinese,female,moderate,40.0,yes,young,big,red,casual,black,short_sleeve,black,long,clothes,3,7,yes
747,29/11/2015,4:06:19,foreigner ,female,moderate,46.0,yes,young,big,blue,casual,black,short_sleeve,black,,clothes,3,8,no
748,29/11/2015,4:06:19,chinese,female,moderate,44.0,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,4,7,no
749,29/11/2015,4:06:19,foreigner ,female,moderate,53.0,yes,young,,blue,casual,pink,long sleeve,black,long,clothes,3,10,no
750,29/11/2015,4:06:19,chinese,male,thin,29.0,yes,toddler,big,red,casual,white,short_sleeve,white,short,clothes,5,9,yes
751,29/11/2015,4:06:19,chinese,male,fat,46.0,no,no_kids,big,red,casual,blue,short_sleeve,green,,,3,9,yes
752,29/11/2015,4:06:19,chinese,male,fat,41.0,no,no_kids,big,blue,casual,black,short_sleeve,white,short,,3,7,no
753,29/11/2015,4:06:22,foreigner ,male,thin,34.0,no,no_kids,small,brown,casual,grey,short_sleeve,brown,short,clothes,5,7,no
754,29/11/2015,4:06:22,chinese,female,moderate,35.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,9,no
755,29/11/2015,4:06:22,chinese,female,moderate,55.0,,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,8,no
756,29/11/2015,4:06:22,foreigner ,male,fat,,no,no_kids,big,white,casual,,short_sleeve,brown,short,blankets,3,7,no
757,29/11/2015,4:06:22,chinese,male,fat,46.0,no,no_kids,big,blue,formal,white,short_sleeve,black,short,clothes,3,8,yes
758,29/11/2015,4:06:22,chinese,female,moderate,52.0,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,8,no
759,29/11/2015,4:06:22,chinese,female,moderate,35.0,no,no_kids,big,white,formal,,short_sleeve,red,short,clothes,6,10,no
760,29/11/2015,4:06:22,foreigner ,male,fat,,no,no_kids,big,,formal,green,,black,,clothes,3,10,no
761,29/11/2015,4:06:22,chinese,male,fat,38.0,no,no_kids,big,,formal,yellow,,black,,clothes,5,9,no
762,29/11/2015,4:07:46,chinese,male,,46.0,yes,toddler,big,red,formal,white,short_sleeve,white,short,clothes,5,9,yes
763,29/11/2015,4:07:46,chinese,male,fat,33.0,no,no_kids,,red,,blue,short_sleeve,green,short,clothes,3,9,yes
764,29/11/2015,4:07:46,chinese,male,,48.0,no,no_kids,big,blue,casual,black,short_sleeve,white,,clothes,3,7,no
765,29/11/2015,4:07:46,foreigner ,male,thin,,no,no_kids,small,brown,formal,,short_sleeve,brown,short,clothes,5,10,no
766,29/11/2015,4:07:46,chinese,female,thin,40.0,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,8,no
767,29/11/2015,4:07:46,chinese,,,54.0,no,,big,white,formal,white,,red,short,,6,8,no
768,29/11/2015,4:07:46,foreigner ,male,thin,37.0,no,no_kids,big,white,formal,orange,short_sleeve,brown,,blankets,5,7,no
769,29/11/2015,4:07:46,chinese,male,thin,40.0,,no_kids,,blue,formal,white,short_sleeve,black,short,,3,9,yes
770,29/11/2015,4:07:46,chinese,female,thin,53.0,no,,big,white,,,,red,short,,6,8,no
771,29/11/2015,4:07:46,chinese,female,thin,41.0,,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,7,no
772,29/11/2015,4:07:46,foreigner ,male,,42.0,,no_kids,big,white,casual,green,short_sleeve,black,short,,3,10,no
773,29/11/2015,4:08:31,chinese,male,thin,36.0,no,no_kids,big,pink,formal,yellow,short_sleeve,black,short,blankets,5,8,no
774,29/11/2015,4:08:31,malay,female,,30.0,yes,toddler,big,white,,,short_sleeve,red,short,blankets,6,9,no
775,29/11/2015,4:08:31,malay,female,thin,29.0,yes,baby,big,white,formal,white,short_sleeve,red,short,blankets,6,8,no
776,29/11/2015,4:08:31,malay,female,thin,44.0,yes,baby,big,white,formal,white,short_sleeve,red,,blankets,6,7,no
777,29/11/2015,4:08:31,chinese,female,,55.0,yes,toddler,big,pink,casual,white,short_sleeve,red,short,blankets,3,10,no
778,29/11/2015,4:08:31,malay,female,thin,40.0,,toddler,big,orange,casual,purple,,purple,short,blankets,4,10,no
779,29/11/2015,4:08:31,malay,female,thin,50.0,yes,baby,big,blue,formal,orange,short_sleeve,red,short,blankets,4,10,no
780,29/11/2015,4:08:31,malay,female,thin,42.0,yes,baby,big,black,formal,pink,short_sleeve,red,short,blankets,4,10,no
781,29/11/2015,4:08:31,,female,,28.0,yes,baby,big,orange,,purple,,red,short,blankets,3,8,no
782,29/11/2015,4:11:41,malay,female,,30.0,yes,baby,big,black,formal,orange,short_sleeve,red,short,clothes,6,8,no
783,29/11/2015,4:11:41,malay,female,thin,45.0,yes,baby,big,red,formal,,short_sleeve,blue,short,,5,7,no
784,29/11/2015,4:11:41,,female,thin,45.0,yes,baby,big,grey,,purple,short_sleeve,white,short,blankets,4,7,no
785,29/11/2015,4:11:41,malay,female,,32.0,yes,toddler,big,black,casual,orange,short_sleeve,black,,blankets,3,7,no
786,29/11/2015,4:11:41,malay,female,thin,33.0,yes,baby,big,black,formal,pink,short_sleeve,pink,long,blankets,6,7,yes
787,29/11/2015,4:14:16,malay,male,,50.0,no,no_kids,big,orange,casual,green,short_sleeve,orange,short,clothes,4,9,no
788,29/11/2015,8:16:36,malay,male,,38.0,yes,toddler,big,blue,casual,orange,short_sleeve,blue_jeans,long,clothes,6,10,no
789,29/11/2015,8:56:00,chinese,male,thin,28.0,no,no_kids,big,black,casual,green,short_sleeve,black,long,clothes,3,8,no
790,29/11/2015,9:46:09,malay,male,thin,46.0,no,no_kids,big,yellow,casual,grey,short_sleeve,blue_jeans,long,clothes,6,10,no
791,09/12/2015,9:46:09,malay,male,moderate,34.0,no,no_kids,big,black,casual,green,short_sleeve,black,long,blankets,6,7,no
792,09/12/2015,15:13:16,malay,female,thin,33.0,no,no_kids,small,white,casual,white,long sleeve,brown,long,clothes,3,7,no
793,09/12/2015,15:21:37,malay,male,thin,37.0,no,no_kids,small,,casual,blue,short_sleeve,blue_jeans,long,blankets,6,10,no
794,09/12/2015,16:20:06,malay,female,thin,42.0,,no_kids,small,pink,traditional,black,,black,long,clothes,5,8,no
795,09/12/2015,16:50:56,,female,thin,45.0,,baby,big,blue,casual,red,long sleeve,blue_jeans,,,4,7,yes
796,09/12/2015,17:21:26,malay,male,thin,38.0,yes,baby,big,blue,casual,green,short_sleeve,black,short,,6,8,no
797,09/12/2015,17:22:37,malay,female,moderate,44.0,,young,big,black,casual,white,long sleeve,black,,,6,7,yes
798,09/12/2015,17:24:32,malay,female,moderate,39.0,yes,,big,blue,traditional,green,,,long,,3,9,yes
799,09/12/2015,17:37:56,malay,female,moderate,50.0,yes,young,big,,casual,white,short_sleeve,black,long,,3,9,no
800,09/12/2015,18:43:46,malay,,moderate,36.0,,toddler,small,white,casual,white,short_sleeve,grey,long,,4,7,no
801,09/12/2015,19:02:06,indian,male,moderate,42.0,no,no_kids,,grey,casual,white,short_sleeve,orange,short,,4,8,no
802,09/12/2015,20:05:46,malay,female,thin,40.0,no,no_kids,small,white,casual,grey,long sleeve,,long,,3,8,no
803,09/12/2015,20:05:46,malay,female,moderate,45.0,,no_kids,small,white,casual,red,long sleeve,black,long,clothes,3,10,no
804,09/12/2015,20:33:01,malay,male,fat,34.0,no,no_kids,big,grey,casual,white,short_sleeve,black,long,blankets,3,7,no
805,09/12/2015,20:37:01,malay,female,moderate,53.0,no,no_kids,big,purple,traditional,pink,long sleeve,pink,long,clothes,3,7,yes
806,09/12/2015,20:42:57,indian,female,moderate,37.0,no,no_kids,big,green,traditional,brown,short_sleeve,black,long,clothes,6,10,no
807,09/12/2015,20:43:20,malay,male,moderate,29.0,,no_kids,big,blue,casual,white,short_sleeve,black,,blankets,4,8,no
